"ID #","reportType","photo_date","photo_time","from_device","AuthorName","AuthorEmail","URL","images","location_longitude","location_latitude","geo_administrative_area_level_1","geo_administrative_area_level_2","geo_locality","geo_neighborhood","geo_route","weather_temperature","weather_windSpeed","weather_windBearing","weather_calc_24hr_precip","TideDataObserved","TideDataPredicted","report_created","guessCause","cause-other","whatFlooded","flooded-other","guessDepth","post_comment","report_icon","alternate-location-name","anonymous","storm_damage","road_damage","road_other","road_comments","marinas_damage","float_number","boat_number","marinas_comments","buildings_damage","buildings_street","buildings_comments","hazmat_damage damage-cat","hazmat_comments","beach_damage","beach_comments","structure_damage","structures_comments","response_other"
"134651","Flood Watch","2019-10-11","07:50 pm","Can reports - Airtable","","","https://mycoast.org/reports/134651","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02092449/c8e396487cdaa4cc63ba24f6537e442243ea8a6e.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02092447/73e69e993603a65c3aeec9a6c18e080b62bc8d28.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02092446/7dbff70dfa5b0fc56ba76ee9fd87bd7c231b72b4.jpg","-73.8214331","40.6031587","NY","Queens County","","Far Rockaway","W 14th Rd","59.4","15.4","22","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-02T13:24:45Z","","","","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"134787","Flood Watch","2019-10-11","07:50 pm","Can reports - Airtable","","","https://mycoast.org/reports/134787","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02100759/7d4c77d8abfeef9acdda13bdeb4d430fd7a534ff.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02100758/96f4af08b7a571ba5c3d6ee2ae2bcda0516df513.jpg","-73.8215725","40.6059962","NY","Queens County","","Far Rockaway","West 10th Road","59.4","15.4","22","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-02T14:07:57Z","","","","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"139776","Flood Watch","2019-10-11","07:50 pm","Can reports - Airtable","","","https://mycoast.org/reports/139776","https://report-images.nyc3.digitaloceanspaces.com/2023/11/03115022/092fcc7bbfe6a54894419061dbef9e5c569e80a7.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03115020/caa8f6d310918f31b97a9616903a0033fbe134de.jpg","-73.8345206","40.6560879","NY","Queens County","","Jamaica","98th St","59.5","15.2","23","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T15:50:20Z","","","","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"135912","Flood Watch","2019-10-11","07:05 pm","Can reports - Airtable","","","https://mycoast.org/reports/135912","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02160717/c89ab642bdd512c6185ce0f76d0a886d6f57db9e.jpg","-73.8210779","40.6031258","NY","Queens County","","Far Rockaway","W 14th Rd","60.6","16.2","22","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-02T20:07:16Z","","","","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"136303","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/136303","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02180730/903948893f19b3170d9d5cbd2516cfcd28c39758.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02180729/de5b28f938a4db52e7c8ba8e5eceb9c89a7d8ef3.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02180728/0916fce23908bd311c82e3552b438a9f76429905.jpg","-73.8300655","40.651424","NY","Queens County","","Jamaica","164th Rd","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-02T22:07:27Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"136648","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/136648","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02195230/455b4035b99eb88db7fc40566e447a7810c03477.jpg","-73.7677406","40.5963518","NY","Queens County","","Far Rockaway","35 St","64.2","21.3","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-02T23:52:29Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"136735","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/136735","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02202030/b3c3502382a1084dba1f03fe4a036359852713e3.jpg","-73.8291616","40.6535512","NY","Queens County","","Old Howard Beach","Davenport Ct","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T00:20:29Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"136738","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/136738","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02202143/5d42b2939a0c82aa936e75ba62f87ab597c310d5.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02202141/5ac23fa1f9827091bd71583a9b6ca1fd1cc8bee1.jpg","-73.8183066","40.6093413","NY","Queens County","","Broad Channel","E 6th Rd","64.2","21","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T00:21:39Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"136804","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/136804","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02204349/95692ccdd1ff14ee7a487accbe203acce88b6905.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02204347/7af4f23d22e6388974724f8b1380bc9ce34cd508.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02204346/a9edcf5bd2b9eed84caa1a9bdb2c4aa98691d883.jpg","-73.8179902","40.6092339","NY","Queens County","","Broad Channel","E 6th Rd","64.2","21","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T00:43:46Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"137166","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/137166","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02224030/454143ddbaa752e14ab0aad1402fee41dd8bec56.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02224029/29366b112db8133932ca4441ae502db87577b1c5.jpg","-73.8345206","40.6560879","NY","Queens County","","Jamaica","98th St","64.2","20.7","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T02:40:28Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"137183","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/137183","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02224511/ba79b339d7b056fb644dc2f89a4b533b396f3650.jpg","-73.7687446","40.5962928","NY","Queens County","","Far Rockaway","Beach 36th St","64.2","21.3","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T02:45:10Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"137280","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/137280","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02231421/31094d0d2a7f36e7e4cf484a8e4f9a8dd868dc1e.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02231420/c8db5e00106dcc5c422daffdb88efd5cc223ee1e.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02231418/c4f586c504056608c6dbcaf3e2816d04a498051e.jpg","-73.832239","40.6532531","NY","Queens County","","Jamaica","99th St","64.2","20.8","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T03:14:17Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"137364","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/137364","https://report-images.nyc3.digitaloceanspaces.com/2023/11/02233957/9141b1cf35a3de858da29dba008f7819156b24cc.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02233956/5fc825e3efe9947eaf5cde986da2bb7cc2a06214.jpg","-73.8300447","40.6519117","NY","Queens County","","Jamaica","164th Ave","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T03:39:55Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"137594","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/137594","https://report-images.nyc3.digitaloceanspaces.com/2023/11/03004957/ebd0102f1b53e294b130f8e7594ca3e1e54ca0ff.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03004955/8d6a3d7a4a54cedab37095ef684cbaf9395af0b6.jpg","-73.8289975","40.6562657","NY","Queens County","","Jamaica","Russell St","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T04:49:54Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"138383","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/138383","https://report-images.nyc3.digitaloceanspaces.com/2023/11/03044317/a8d4a7f64b8627ae36210c9947c87d4c01d471bc.jpg","-73.8217664","40.6031885","NY","Queens County","","Far Rockaway","W 14th Rd","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T08:43:16Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"138423","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/138423","https://report-images.nyc3.digitaloceanspaces.com/2023/11/03045500/270446bcddfa8e6de94fe5481f64bf43b8ec61e8.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03045458/30c9f64927b4aaab173138d39b2981e175b99bec.jpg","-73.8215725","40.6059962","NY","Queens County","","Far Rockaway","West 10th Road","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T08:54:58Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"138554","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/138554","https://report-images.nyc3.digitaloceanspaces.com/2023/11/03053331/175843179e21c09f69ea98617949280b9ac8e4a3.jpg","-73.8210779","40.6031258","NY","Queens County","","Far Rockaway","W 14th Rd","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T09:33:30Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"138880","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/138880","https://report-images.nyc3.digitaloceanspaces.com/2023/11/03071346/601fb864c8881c3cf4c64d6f1371ec876193dd6e.jpg","-73.8300447","40.6519117","NY","Queens County","","Jamaica","164th Ave","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T11:13:46Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
"139167","Flood Watch","2019-10-11","04:00 pm","Can reports - Survey123","","","https://mycoast.org/reports/139167","https://report-images.nyc3.digitaloceanspaces.com/2023/11/03084011/3b8fc6709237e239d04131378cdc09b69d060412.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03084009/2c7a0b30bb33e297001b07d8cddc29c0864ea4d1.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03084008/fff9f51e73d19ba0947a75822cad3bdb8f025641.jpg","-73.8214331","40.6031587","NY","Queens County","","Far Rockaway","W 14th Rd","64.2","20.9","21","0","https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6","https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo","2023-11-03T12:40:07Z","Overland flooding (Nearby waterbody)","","Roads/streets","","","","highwater.svg","","","","","","","","","","","","","","","","","","","",""
